bench_version;codec;direction;image;alg;mode;threads;batch;note;frames;boundary;total_ms;ms_per_frame;fps;mb_s;out_kb;cr;gpu_mem_mb;gpu_avail_mb;power_w;j_per_frame;j_per_frame_net;energy_j_counter;j_per_frame_counter;j_per_frame_diff;cpu_s;cores;gpu;sdk;pcie_mb_s;wall_s;cmd
2026-08-24.2;fv;D;2k;irrev;throughput;8;1;;3503;all;8008.1;2.2860690836425923;437.4;;;;348.16;23285.76;129.31012195121951;0.305895729345719;0.27942469088617855;;;;63.5;7.662891837394437;NVIDIA GeForce RTX 4090;0.23.1.0;25178;8.286688804626465;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kDecoderSample.exe -i fv_ref_2k_irrev.jp2 -o tmp.ppm -repeat 3503 -async -thread 8 -b 1 -discard
2026-08-24.2;fv;D;2k;irrev;throughput;8;1;;3503;all;8133.7;2.3219240650870683;430.7;;;;348.16;23285.76;128.16048192771083;0.30851088964160384;0.2815740616649676;;;;64.3125;7.626739073131244;NVIDIA GeForce RTX 4090;0.23.1.0;25217;8.43250298500061;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kDecoderSample.exe -i fv_ref_2k_irrev.jp2 -o tmp.ppm -repeat 3503 -async -thread 8 -b 1 -discard
2026-08-24.2;fv;E;2k;irrev;throughput;8;2;;8230;all;4285.8;0.5207533414337788;1920.3;;;;2222.08;23285.76;205.85533333333333;0.11526653320425288;0.10900081015656765;;;;30.03125;6.516771088675757;NVIDIA GeForce RTX 4090;0.23.1.0;25226;4.608302116394043;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kEncoderSample.exe -i 2k_wild.ppm -o tmp.jp2 -a irrev -c 32 -l 6 -q 85 -repeat 8230 -async -thread 8 -b 2 -discard
2026-08-24.2;fv;E;2k;irrev;throughput;8;2;;8230;all;4262.6;0.5179343863912516;1930.7;;;;2222.08;23285.76;224.66866666666667;0.12561680707670794;0.1193602511802247;;;;29.84375;6.48557245698405;NVIDIA GeForce RTX 4090;0.23.1.0;25175;4.60155987739563;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kEncoderSample.exe -i 2k_wild.ppm -o tmp.jp2 -a irrev -c 32 -l 6 -q 85 -repeat 8230 -async -thread 8 -b 2 -discard
2026-08-24.2;fv;E;2k;irrev;throughput;8;2;;8230;all;4314.7;0.5242648845686513;1907.4;;;;2222.08;23285.76;223.87065217391302;0.12659757328767757;0.12026969229330495;;;;29.71875;6.385611417326909;NVIDIA GeForce RTX 4090;0.23.1.0;25224;4.654017925262451;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kEncoderSample.exe -i 2k_wild.ppm -o tmp.jp2 -a irrev -c 32 -l 6 -q 85 -repeat 8230 -async -thread 8 -b 2 -discard
2026-08-24.2;fv;D;2k;irrev;throughput;8;2;;3503;all;5288.6;1.5097345132743363;662.4;;;;655.36;23285.76;158.33232142857145;0.25458711987646093;0.2365943951711468;;;;41.875;7.434432695363486;NVIDIA GeForce RTX 4090;0.23.1.0;25235;5.632575035095215;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kDecoderSample.exe -i fv_ref_2k_irrev.jp2 -o tmp.ppm -repeat 3503 -async -thread 8 -b 2 -discard
2026-08-24.2;fv;D;2k;irrev;throughput;8;2;;3503;all;5396.7;1.5405937767627746;649.1;;;;655.36;23285.76;146.35859649122807;0.23979068007338952;0.22145723212875823;;;;42.53125;7.410609798303073;NVIDIA GeForce RTX 4090;0.23.1.0;25261;5.739237546920776;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kDecoderSample.exe -i fv_ref_2k_irrev.jp2 -o tmp.ppm -repeat 3503 -async -thread 8 -b 2 -discard
2026-08-24.2;fv;D;2k;irrev;throughput;8;2;;3503;all;5405.1;1.542991721381673;648.1;;;;655.36;23285.76;146.80874999999997;0.24018641566561516;0.2218790191970925;;;;42.640625;7.4402396448841355;NVIDIA GeForce RTX 4090;0.23.1.0;25236;5.731082201004028;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kDecoderSample.exe -i fv_ref_2k_irrev.jp2 -o tmp.ppm -repeat 3503 -async -thread 8 -b 2 -discard
2026-08-24.2;fv;E;2k;irrev;throughput;16;2;;8230;all;4955.2;0.6020899149453219;1660.9;;;;4444.16;23285.76;189.91714285714286;0.1321392146492766;0.12435351510851608;;;;57.046875;9.962411364526625;NVIDIA GeForce RTX 4090;0.23.1.0;25217;5.7262115478515625;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kEncoderSample.exe -i 2k_wild.ppm -o tmp.jp2 -a irrev -c 32 -l 6 -q 85 -repeat 8230 -async -thread 16 -b 2 -discard
2026-08-24.2;fv;E;2k;irrev;throughput;16;2;;8230;all;4943.6;0.6006804374240584;1664.8;;;;4444.16;23285.76;199.31535714285715;0.13729402357812684;0.12958603686871287;;;;56.96875;10.04907261589431;NVIDIA GeForce RTX 4090;0.23.1.0;25247;5.669055461883545;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kEncoderSample.exe -i 2k_wild.ppm -o tmp.jp2 -a irrev -c 32 -l 6 -q 85 -repeat 8230 -async -thread 16 -b 2 -discard
