bench_version;nv_harness;codec;direction;image;alg;mode;threads;batch;note;frames;boundary;total_ms;ms_per_frame;fps;mb_s;out_kb;cr;gpu_mem_mb;gpu_avail_mb;power_w;j_per_frame;j_per_frame_net;energy_j_counter;j_per_frame_counter;j_per_frame_diff;cpu_s;cores;gpu;sdk;pcie_mb_s;wall_s;cmd
2026-08-31.3;;fv;E;2k;irrev;latency;1;1;;2499;no_h2d;6577.1;2.6318927571028414;380.0;2254;;;143.36;23173.12;135.48298507462687;0.36774844932912715;0.3376200520068473;;;;6.75;0.9951107626559305;NVIDIA GeForce RTX 4090;0.23.1.0;25233;6.7831645011901855;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kEncoderSample.exe -i 2k_wild.ppm -o tmp.jp2 -a irrev -c 32 -l 6 -q 85 -repeat 2499 -discard
2026-08-31.3;;fv;E;2k;irrev;latency;1;1;;2499;no_h2d;6552.5;2.6220488195278113;381.4;2263;;;143.36;23173.12;109.42791044776119;0.2959746207001367;0.2659528500374051;;;;6.703125;0.9917100074021256;NVIDIA GeForce RTX 4090;0.23.1.0;25226;6.759158372879028;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kEncoderSample.exe -i 2k_wild.ppm -o tmp.jp2 -a irrev -c 32 -l 6 -q 85 -repeat 2499 -discard
2026-08-31.3;;fv;E;2k;irrev;latency;1;1;;2499;no_h2d;6553.6;2.6224889955982396;381.3;2262;;;143.36;23173.12;109.0489552238806;0.2954794297538402;0.26540373420599184;;;;6.71875;0.992239432521949;NVIDIA GeForce RTX 4090;0.23.1.0;25254;6.771299123764038;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kEncoderSample.exe -i 2k_wild.ppm -o tmp.jp2 -a irrev -c 32 -l 6 -q 85 -repeat 2499 -discard
2026-08-31.3;;fv;D;2k;irrev;latency;1;1;;900;no_d2h;6261.3;6.957;143.7;;;;40.96;23173.12;100.3703125;0.7186800479586752;0.639203270676296;;;;6.390625;0.9916776211893439;NVIDIA GeForce RTX 4090;0.23.1.0;25296;6.444256544113159;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kDecoderSample.exe -i fv_ref_2k_irrev.jp2 -o tmp.ppm -repeat 900 -discard
2026-08-31.3;;fv;D;2k;irrev;latency;1;1;;900;no_d2h;6273.4;6.970444444444444;143.5;;;;40.96;23173.12;98.435;0.7055000968111886;0.6259469306822177;;;;6.4375;0.9979923230882105;NVIDIA GeForce RTX 4090;0.23.1.0;25309;6.450450420379639;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kDecoderSample.exe -i fv_ref_2k_irrev.jp2 -o tmp.ppm -repeat 900 -discard
2026-08-31.3;;fv;D;2k;irrev;latency;1;1;;900;no_d2h;6263.2;6.959111111111111;143.7;;;;40.96;23173.12;97.849375;0.7001636900895172;0.6207397431087935;;;;6.421875;0.997189758738633;NVIDIA GeForce RTX 4090;0.23.1.0;25206;6.439972877502441;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kDecoderSample.exe -i fv_ref_2k_irrev.jp2 -o tmp.ppm -repeat 900 -discard
2026-08-31.3;;fv;E;2k;irrev;throughput;8;1;;9996;all;5616.7;0.5618947579031612;1779.7;;;;1136.64;23173.12;195.5656896551724;0.1146577062504999;0.10815011116882103;;;;40.28125;6.873312756060706;NVIDIA GeForce RTX 4090;0.23.1.0;25172;5.860529184341431;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kEncoderSample.exe -i 2k_wild.ppm -o tmp.jp2 -a irrev -c 32 -l 6 -q 85 -repeat 9996 -async -thread 8 -b 1 -discard
2026-08-31.3;;fv;E;2k;irrev;throughput;8;1;;9996;all;5627.2;0.5629451780712285;1776.4;;;;1136.64;23173.12;212.27206896551726;0.12453181892472646;0.11802007347373782;;;;40.875;6.970180738590723;NVIDIA GeForce RTX 4090;0.23.1.0;25268;5.864266872406006;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kEncoderSample.exe -i 2k_wild.ppm -o tmp.jp2 -a irrev -c 32 -l 6 -q 85 -repeat 9996 -async -thread 8 -b 1 -discard
2026-08-31.3;;fv;E;2k;irrev;throughput;8;1;;9996;all;5631.4;0.5633653461384553;1775.0;;;;1136.64;23173.12;212.775;0.12508343480536344;0.11855830529361974;;;;40.359375;6.86813756749128;NVIDIA GeForce RTX 4090;0.23.1.0;25215;5.876320123672485;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kEncoderSample.exe -i 2k_wild.ppm -o tmp.jp2 -a irrev -c 32 -l 6 -q 85 -repeat 9996 -async -thread 8 -b 1 -discard
2026-08-31.3;;fv;D;2k;irrev;throughput;8;1;;3602;all;7966.0;2.211549139367018;452.2;;;;348.16;23173.12;139.09716049382718;0.3186982213852588;0.29326676029664156;;;;63.25;7.6639991180715255;NVIDIA GeForce RTX 4090;0.23.1.0;25266;8.2528715133667;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kDecoderSample.exe -i fv_ref_2k_irrev.jp2 -o tmp.ppm -repeat 3602 -async -thread 8 -b 1 -discard
2026-08-31.3;;fv;D;2k;irrev;throughput;8;1;;3602;all;8340.3;2.3154636313159354;431.9;;;;348.16;23173.12;126.28211764705881;0.3030335233847025;0.27639815203468715;;;;65.265625;7.550782722694186;NVIDIA GeForce RTX 4090;0.23.1.0;25280;8.64355754852295;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kDecoderSample.exe -i fv_ref_2k_irrev.jp2 -o tmp.ppm -repeat 3602 -async -thread 8 -b 1 -discard
2026-08-31.3;;fv;D;2k;irrev;throughput;8;1;;3602;all;8569.8;2.37917823431427;420.3;;;;348.16;23173.12;126.34689655172414;0.3107508924000158;0.28345120070875746;;;;67.8125;7.654524922034122;NVIDIA GeForce RTX 4090;0.23.1.0;25245;8.85913896560669;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kDecoderSample.exe -i fv_ref_2k_irrev.jp2 -o tmp.ppm -repeat 3602 -async -thread 8 -b 1 -discard
2026-08-31.3;;fv;D;2k;irrev;throughput;8;1;;3602;all;8480.4;2.3543586896168796;424.7;;;;348.16;23173.12;126.6186046511628;0.30788849503898275;0.28089830923769754;;;;66.875;7.635265599884584;NVIDIA GeForce RTX 4090;0.23.1.0;25207;8.758699893951416;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kDecoderSample.exe -i fv_ref_2k_irrev.jp2 -o tmp.ppm -repeat 3602 -async -thread 8 -b 1 -discard
2026-08-31.3;;fv;D;2k;irrev;throughput;8;1;;3602;all;8483.1;2.355108273181566;424.6;;;;348.16;23173.12;126.19941860465116;0.3070451371234651;0.2800394764684974;;;;67.03125;7.648719603420376;NVIDIA GeForce RTX 4090;0.23.1.0;25212;8.763721704483032;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kDecoderSample.exe -i fv_ref_2k_irrev.jp2 -o tmp.ppm -repeat 3602 -async -thread 8 -b 1 -discard
2026-08-31.3;;fv;E;2k;irrev;throughput;8;2;;9996;all;5221.9;0.5223989595838335;1914.3;;;;2222.08;23173.12;206.1325;0.11628228415002008;0.11002080382399754;;;;36.515625;6.475680412535464;NVIDIA GeForce RTX 4090;0.23.1.0;25176;5.638886213302612;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kEncoderSample.exe -i 2k_wild.ppm -o tmp.jp2 -a irrev -c 32 -l 6 -q 85 -repeat 9996 -async -thread 8 -b 2 -discard
2026-08-31.3;;fv;E;2k;irrev;throughput;8;2;;9996;all;5200.0;0.5202080832332934;1922.3;;;;2222.08;23173.12;223.4318181818182;0.12394266045342026;0.1177854254275059;;;;36.75;6.62758492528972;NVIDIA GeForce RTX 4090;0.23.1.0;25213;5.545006275177002;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kEncoderSample.exe -i 2k_wild.ppm -o tmp.jp2 -a irrev -c 32 -l 6 -q 85 -repeat 9996 -async -thread 8 -b 2 -discard
2026-08-31.3;;fv;E;2k;irrev;throughput;8;2;;9996;all;5232.1;0.5234193677470989;1910.5;;;;2222.08;23173.12;224.26290909090906;0.12453122646862656;0.11836767892081244;;;;37.078125;6.6799114103920205;NVIDIA GeForce RTX 4090;0.23.1.0;25211;5.5506911277771;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kEncoderSample.exe -i 2k_wild.ppm -o tmp.jp2 -a irrev -c 32 -l 6 -q 85 -repeat 9996 -async -thread 8 -b 2 -discard
2026-08-31.3;;fv;D;2k;irrev;throughput;8;2;;3602;all;5662.2;1.5719600222098833;636.2;;;;655.36;23173.12;156.81440677966103;0.26098076072751714;0.24250797171547941;;;;45.03125;7.511864764859532;NVIDIA GeForce RTX 4090;0.23.1.0;25188;5.994683265686035;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kDecoderSample.exe -i fv_ref_2k_irrev.jp2 -o tmp.ppm -repeat 3602 -async -thread 8 -b 2 -discard
2026-08-31.3;;fv;D;2k;irrev;throughput;8;2;;3602;all;5629.9;1.5629927817878955;639.8;;;;655.36;23173.12;144.36813559322033;0.2389022942823597;0.22053441953257572;;;;44.5625;7.476130371264448;NVIDIA GeForce RTX 4090;0.23.1.0;25221;5.960637092590332;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kDecoderSample.exe -i fv_ref_2k_irrev.jp2 -o tmp.ppm -repeat 3602 -async -thread 8 -b 2 -discard
2026-08-31.3;;fv;D;2k;irrev;throughput;8;2;;3602;all;5627.5;1.5623264852859522;640.1;;;;655.36;23173.12;143.95491525423728;0.23777313142241094;0.2194395962567848;;;;44.203125;7.429729216785584;NVIDIA GeForce RTX 4090;0.23.1.0;25159;5.949493408203125;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kDecoderSample.exe -i fv_ref_2k_irrev.jp2 -o tmp.ppm -repeat 3602 -async -thread 8 -b 2 -discard
2026-08-31.3;;fv;E;2k;irrev;throughput;16;2;;9996;all;5925.7;0.5928071228491396;1686.9;;;;4444.16;23173.12;191.65029850746268;0.12940673551384343;0.12191198262375477;;;;68.34375;10.125702787539783;NVIDIA GeForce RTX 4090;0.23.1.0;25234;6.749531507492065;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kEncoderSample.exe -i 2k_wild.ppm -o tmp.jp2 -a irrev -c 32 -l 6 -q 85 -repeat 9996 -async -thread 16 -b 2 -discard
2026-08-31.3;;fv;E;2k;irrev;throughput;16;2;;9996;all;5916.2;0.5918567426970788;1689.6;;;;4444.16;23173.12;198.45447761194032;0.1343852205503519;0.12686898221204573;;;;69.140625;10.214484347943976;NVIDIA GeForce RTX 4090;0.23.1.0;25224;6.768880605697632;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kEncoderSample.exe -i 2k_wild.ppm -o tmp.jp2 -a irrev -c 32 -l 6 -q 85 -repeat 9996 -async -thread 16 -b 2 -discard
2026-08-31.3;;fv;E;2k;irrev;throughput;16;2;;9996;all;5964.3;0.5966686674669868;1676.0;;;;4444.16;23173.12;200.17492537313433;0.1355409937664649;0.12802526796977917;;;;70.828125;10.464500604058493;NVIDIA GeForce RTX 4090;0.23.1.0;25192;6.768419027328491;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kEncoderSample.exe -i 2k_wild.ppm -o tmp.jp2 -a irrev -c 32 -l 6 -q 85 -repeat 9996 -async -thread 16 -b 2 -discard
2026-08-31.3;;fv;D;2k;irrev;throughput;16;2;;3602;all;4125.4;1.1453081621321488;873.1;;;;1310.72;23173.12;165.90673913043477;0.21432402202869097;0.19998509152082594;;;;64.234375;13.80438207291513;NVIDIA GeForce RTX 4090;0.23.1.0;25239;4.653187274932861;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kDecoderSample.exe -i fv_ref_2k_irrev.jp2 -o tmp.ppm -repeat 3602 -async -thread 16 -b 2 -discard
2026-08-31.3;;fv;D;2k;irrev;throughput;16;2;;3602;all;4082.0;1.133259300388673;882.4;;;;1310.72;23173.12;161.07822222222222;0.205947927661486;0.1917563546716898;;;;61.640625;13.384517707106822;NVIDIA GeForce RTX 4090;0.23.1.0;25225;4.605367660522461;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kDecoderSample.exe -i fv_ref_2k_irrev.jp2 -o tmp.ppm -repeat 3602 -async -thread 16 -b 2 -discard
2026-08-31.3;;fv;D;2k;irrev;throughput;16;2;;3602;all;4138.0;1.1488062187673516;870.5;;;;1310.72;23173.12;159.53782608695653;0.20740578536043602;0.19297575870967626;;;;64.21875;13.713898882503905;NVIDIA GeForce RTX 4090;0.23.1.0;25264;4.682749271392822;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kDecoderSample.exe -i fv_ref_2k_irrev.jp2 -o tmp.ppm -repeat 3602 -async -thread 16 -b 2 -discard
2026-08-31.3;;fv;E;2k;irrev;throughput;8;4;;9996;all;5218.5;0.5220588235294118;1915.5;;;;4392.96;23173.12;213.84625;0.12112245866564476;0.1148356104415783;;;;36.046875;6.3667578724812;NVIDIA GeForce RTX 4090;0.23.1.0;25240;5.661731719970703;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kEncoderSample.exe -i 2k_wild.ppm -o tmp.jp2 -a irrev -c 32 -l 6 -q 85 -repeat 9996 -async -thread 8 -b 4 -discard
2026-08-31.3;;fv;E;2k;irrev;throughput;8;4;;9996;all;5245.9;0.5247999199679871;1905.5;;;;4392.96;23173.12;221.5882142857143;0.12703442791540628;0.1206710939736759;;;;36.5;6.369301957527751;NVIDIA GeForce RTX 4090;0.23.1.0;25267;5.730612277984619;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kEncoderSample.exe -i 2k_wild.ppm -o tmp.jp2 -a irrev -c 32 -l 6 -q 85 -repeat 9996 -async -thread 8 -b 4 -discard
2026-08-31.3;;fv;E;2k;irrev;throughput;8;4;;9996;all;5233.6;0.5235694277711085;1910.0;;;;4392.96;23173.12;221.63508771929827;0.12707594836776623;0.12071188082436735;;;;36.265625;6.327673695845712;NVIDIA GeForce RTX 4090;0.23.1.0;25251;5.73127293586731;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kEncoderSample.exe -i 2k_wild.ppm -o tmp.jp2 -a irrev -c 32 -l 6 -q 85 -repeat 9996 -async -thread 8 -b 4 -discard
2026-08-31.3;;fv;D;2k;irrev;throughput;8;4;;3602;all;3516.1;0.9761521377012771;1024.4;;;;1269.76;23173.12;183.72666666666666;0.19943764367280967;0.187388813714065;;;;28.0625;7.177078744862742;NVIDIA GeForce RTX 4090;0.23.1.0;25196;3.9100170135498047;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kDecoderSample.exe -i fv_ref_2k_irrev.jp2 -o tmp.ppm -repeat 3602 -async -thread 8 -b 4 -discard
2026-08-31.3;;fv;D;2k;irrev;throughput;8;4;;3602;all;3602.5;1.0001388117712382;999.9;;;;1269.76;23173.12;172.1823076923077;0.1902453607922356;0.17798126631019903;;;;28.53125;7.168883780365414;NVIDIA GeForce RTX 4090;0.23.1.0;25176;3.9798734188079834;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kDecoderSample.exe -i fv_ref_2k_irrev.jp2 -o tmp.ppm -repeat 3602 -async -thread 8 -b 4 -discard
2026-08-31.3;;fv;D;2k;irrev;throughput;8;4;;3602;all;3487.8;0.968295391449195;1032.8;;;;1269.76;23173.12;174.13947368421054;0.18678770141705517;0.17488183550797404;;;;27.4375;7.1014948896064904;NVIDIA GeForce RTX 4090;0.23.1.0;25206;3.8636231422424316;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kDecoderSample.exe -i fv_ref_2k_irrev.jp2 -o tmp.ppm -repeat 3602 -async -thread 8 -b 4 -discard
2026-08-31.3;;fv;E;2k;irrev;throughput;32;1;;9996;all;7691.7;0.7694777911164465;1299.6;;;;4536.32;23173.12;175.52932584269664;0.15859432786475183;0.14856555252438305;;;;171.171875;18.95257372027532;NVIDIA GeForce RTX 4090;0.23.1.0;25215;9.031589984893799;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kEncoderSample.exe -i 2k_wild.ppm -o tmp.jp2 -a irrev -c 32 -l 6 -q 85 -repeat 9996 -async -thread 32 -b 1 -discard
2026-08-31.3;;fv;E;2k;irrev;throughput;32;1;;9996;all;7463.4;0.7466386554621849;1339.3;;;;4536.32;23173.12;176.6044827586207;0.15646250766255257;0.14662877267600202;;;;165.515625;18.68977992095038;NVIDIA GeForce RTX 4090;0.23.1.0;25197;8.855942964553833;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kEncoderSample.exe -i 2k_wild.ppm -o tmp.jp2 -a irrev -c 32 -l 6 -q 85 -repeat 9996 -async -thread 32 -b 1 -discard
2026-08-31.3;;fv;E;2k;irrev;throughput;32;1;;9996;all;7640.5;0.7643557422969187;1308.3;;;;4536.32;23173.12;175.63636363636363;0.15761870678551237;0.14765769945463617;;;;170.84375;19.044936330933236;NVIDIA GeForce RTX 4090;0.23.1.0;25196;8.970560312271118;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kEncoderSample.exe -i 2k_wild.ppm -o tmp.jp2 -a irrev -c 32 -l 6 -q 85 -repeat 9996 -async -thread 32 -b 1 -discard
2026-08-31.3;;fv;D;2k;irrev;throughput;32;1;;3602;all;6208.4;1.723598001110494;580.2;;;;1413.12;23173.12;144.97907692307692;0.26709334253414535;0.24664454996397453;;;;190.328125;28.681478032348913;NVIDIA GeForce RTX 4090;0.23.1.0;25243;6.635924577713013;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kDecoderSample.exe -i fv_ref_2k_irrev.jp2 -o tmp.ppm -repeat 3602 -async -thread 32 -b 1 -discard
2026-08-31.3;;fv;D;2k;irrev;throughput;32;1;;3602;all;6024.2;1.672459744586341;597.9;;;;1413.12;23173.12;141.52238095238096;0.2532009376816008;0.2333422694692644;;;;186.640625;28.96158248692372;NVIDIA GeForce RTX 4090;0.23.1.0;25215;6.44442081451416;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kDecoderSample.exe -i fv_ref_2k_irrev.jp2 -o tmp.ppm -repeat 3602 -async -thread 32 -b 1 -discard
2026-08-31.3;;fv;D;2k;irrev;throughput;32;1;;3602;all;6039.5;1.67670738478623;596.4;;;;1413.12;23173.12;141.41714285714286;0.2532428749700537;0.23336613696583963;;;;186.609375;28.93040898439832;NVIDIA GeForce RTX 4090;0.23.1.0;25248;6.450284719467163;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kDecoderSample.exe -i fv_ref_2k_irrev.jp2 -o tmp.ppm -repeat 3602 -async -thread 32 -b 1 -discard
2026-08-31.3;;fv;E;2k;irrev;throughput;32;2;;9996;all;6895.7;0.6898459383753501;1449.6;;;;8878.08;23173.12;176.49;0.14736594054807706;0.13809792072767096;;;;127.84375;15.317089025098417;NVIDIA GeForce RTX 4090;0.23.1.0;25231;8.34647822380066;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kEncoderSample.exe -i 2k_wild.ppm -o tmp.jp2 -a irrev -c 32 -l 6 -q 85 -repeat 9996 -async -thread 32 -b 2 -discard
2026-08-31.3;;fv;E;2k;irrev;throughput;32;2;;9996;all;6902.2;0.6904961984793917;1448.2;;;;8878.08;23173.12;182.00172839506172;0.1502157777289564;0.14105462813126526;;;;132.796875;16.096133651173357;NVIDIA GeForce RTX 4090;0.23.1.0;25225;8.250234365463257;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kEncoderSample.exe -i 2k_wild.ppm -o tmp.jp2 -a irrev -c 32 -l 6 -q 85 -repeat 9996 -async -thread 32 -b 2 -discard
2026-08-31.3;;fv;E;2k;irrev;throughput;32;2;;9996;all;6883.5;0.688625450180072;1452.2;;;;8878.08;23173.12;181.1539024390244;0.15036062482296697;0.14114772467090747;;;;127.90625;15.416262307013561;NVIDIA GeForce RTX 4090;0.23.1.0;25257;8.296839237213135;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kEncoderSample.exe -i 2k_wild.ppm -o tmp.jp2 -a irrev -c 32 -l 6 -q 85 -repeat 9996 -async -thread 32 -b 2 -discard
2026-08-31.3;;fv;D;2k;irrev;throughput;32;2;;3602;all;4080.4;1.1328151027207107;882.7;;;;2631.68;23173.12;160.32276595744682;0.2150804713083409;0.2001897505565183;;;;119.640625;24.75877664862667;NVIDIA GeForce RTX 4090;0.23.1.0;25206;4.832251071929932;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kDecoderSample.exe -i fv_ref_2k_irrev.jp2 -o tmp.ppm -repeat 3602 -async -thread 32 -b 2 -discard
2026-08-31.3;;fv;D;2k;irrev;throughput;32;2;;3602;all;4035.0;1.120210993892282;892.7;;;;2631.68;23173.12;159.97;0.20848956887752462;0.1940233269695571;;;;121.90625;25.967878891022103;NVIDIA GeForce RTX 4090;0.23.1.0;25183;4.694501638412476;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kDecoderSample.exe -i fv_ref_2k_irrev.jp2 -o tmp.ppm -repeat 3602 -async -thread 32 -b 2 -discard
2026-08-31.3;;fv;D;2k;irrev;throughput;32;2;;3602;all;4196.7;1.1651027207107163;858.3;;;;2631.68;23173.12;157.61914893617023;0.21354233013379062;0.1985045082720051;;;;125.4375;25.70447169360828;NVIDIA GeForce RTX 4090;0.23.1.0;25208;4.879987478256226;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kDecoderSample.exe -i fv_ref_2k_irrev.jp2 -o tmp.ppm -repeat 3602 -async -thread 32 -b 2 -discard
2026-08-31.3;;fv;E;2k;rev;latency;1;1;;1545;no_h2d;4716.6;3.0528155339805827;327.6;1943;;;143.36;23173.12;128.51673469387754;0.4122853424857577;0.3766772959224457;;;;4.921875;0.9930334631877515;NVIDIA GeForce RTX 4090;0.23.1.0;25287;4.956403970718384;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kEncoderSample.exe -i 2k_wild.ppm -o tmp.jp2 -a rev -c 32 -l 6 -repeat 1545 -discard
2026-08-31.3;;fv;E;2k;rev;latency;1;1;;1545;no_h2d;4687.2;3.03378640776699;329.6;1956;;;143.36;23173.12;123.50469387755103;0.3935295767993863;0.3581621183748644;;;;4.921875;0.9997886014789179;NVIDIA GeForce RTX 4090;0.23.1.0;25240;4.922915697097778;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kEncoderSample.exe -i 2k_wild.ppm -o tmp.jp2 -a rev -c 32 -l 6 -repeat 1545 -discard
2026-08-31.3;;fv;E;2k;rev;latency;1;1;;1545;no_h2d;4692.6;3.0372815533980586;329.2;1953;;;143.36;23173.12;123.39326530612246;0.39391139722426277;0.3584776545921736;;;;4.921875;0.9979183447614174;NVIDIA GeForce RTX 4090;0.23.1.0;25235;4.932142019271851;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kEncoderSample.exe -i 2k_wild.ppm -o tmp.jp2 -a rev -c 32 -l 6 -repeat 1545 -discard
2026-08-31.3;;fv;D;2k;rev;latency;1;1;;541;no_d2h;4658.3;8.610536044362293;116.1;;;;40.96;23173.12;108.71770833333333;0.9721441509253768;0.872891911408542;;;;4.84375;1.0012766225681617;NVIDIA GeForce RTX 4090;0.23.1.0;25289;4.837574243545532;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kDecoderSample.exe -i fv_ref_2k_rev.jp2 -o tmp.ppm -repeat 541 -discard
2026-08-31.3;;fv;D;2k;rev;latency;1;1;;541;no_d2h;4662.0;8.617375231053604;116.0;;;;40.96;23173.12;105.25958333333334;0.9413805489713075;0.8421115801119541;;;;4.84375;1.0011078820265051;NVIDIA GeForce RTX 4090;0.23.1.0;25237;4.83838963508606;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kDecoderSample.exe -i fv_ref_2k_rev.jp2 -o tmp.ppm -repeat 541 -discard
2026-08-31.3;;fv;D;2k;rev;latency;1;1;;541;no_d2h;4662.4;8.6181146025878;116.0;;;;40.96;23173.12;105.13062500000001;0.9404286216169101;0.8411383888827235;;;;4.828125;0.9976647973221433;NVIDIA GeForce RTX 4090;0.23.1.0;25270;4.839426040649414;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kDecoderSample.exe -i fv_ref_2k_rev.jp2 -o tmp.ppm -repeat 541 -discard
2026-08-31.3;;fv;E;2k;rev;throughput;8;1;;6181;all;5521.3;0.893269697459958;1119.5;;;;1116.16;23173.12;224.18192982456142;0.20926763146132527;0.19890639960306927;;;;41.546875;7.200757148764989;NVIDIA GeForce RTX 4090;0.23.1.0;25142;5.769792556762695;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kEncoderSample.exe -i 2k_wild.ppm -o tmp.jp2 -a rev -c 32 -l 6 -repeat 6181 -async -thread 8 -b 1 -discard
