bench_version;nv_harness;codec;direction;image;alg;mode;threads;batch;note;frames;boundary;total_ms;ms_per_frame;fps;mb_s;out_kb;cr;gpu_mem_mb;gpu_avail_mb;power_w;j_per_frame;j_per_frame_net;energy_j_counter;j_per_frame_counter;j_per_frame_diff;cpu_s;cores;gpu;sdk;pcie_mb_s;wall_s;cmd
2026-08-31.3;02;nv;E;2k;irrev;throughput;32;2;;1408;all;4819.7;3.423082386363636;292.1;;;;378.88;23040.0;152.57549019607845;0.5875036050318184;0.5447634888248328;;;;147.015625;27.1165901960467;NVIDIA GeForce RTX 4090;nvJPEG2000-0.11.0.51;25464;5.421611785888672;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\nvj2kEncoderSample.exe -i 2k_wild.ppm -o tmp.jp2 -a irrev -c 32 -l 6 -q 87.2866 -repeat 1408 -async -thread 32 -b 2 -discard
2026-08-31.3;02;nv;E;2k;irrev;throughput;32;2;;1408;all;4699.6;3.337784090909091;299.6;;;;378.88;23040.0;154.61607843137256;0.5823087513588914;0.5405056406944632;;;;143.4375;27.049633758808028;NVIDIA GeForce RTX 4090;nvJPEG2000-0.11.0.51;25474;5.3027520179748535;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\nvj2kEncoderSample.exe -i 2k_wild.ppm -o tmp.jp2 -a irrev -c 32 -l 6 -q 87.2866 -repeat 1408 -async -thread 32 -b 2 -discard
2026-08-31.3;02;nv;D;2k;irrev;throughput;32;2;;4288;all;5915.8;1.379617537313433;724.8;;;;378.88;23040.0;190.80190476190478;0.28249007685892363;0.2660565632957973;;;;44.625;7.0291524348262735;NVIDIA GeForce RTX 4090;nvJPEG2000-0.11.0.51;25432;6.348560571670532;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\nvj2kDecoderSample.exe -i nv_ref_2k_irrev.jp2 -o tmp.ppm -repeat 4288 -async -thread 32 -b 2 -discard
2026-08-31.3;02;nv;D;2k;irrev;throughput;32;2;;4288;all;5992.5;1.3975046641791045;715.6;;;;378.88;23040.0;199.344126984127;0.29758894780879763;0.2810189180099025;;;;43.25;6.756440902164122;NVIDIA GeForce RTX 4090;nvJPEG2000-0.11.0.51;25458;6.401299238204956;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\nvj2kDecoderSample.exe -i nv_ref_2k_irrev.jp2 -o tmp.ppm -repeat 4288 -async -thread 32 -b 2 -discard
2026-08-31.3;02;nv;D;2k;irrev;throughput;32;2;;4288;all;5962.2;1.3904384328358208;719.2;;;;378.88;23040.0;197.335873015873;0.29324407120291524;0.27674979982395104;;;;43.359375;6.804638183124967;NVIDIA GeForce RTX 4090;nvJPEG2000-0.11.0.51;25440;6.372032403945923;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\nvj2kDecoderSample.exe -i nv_ref_2k_irrev.jp2 -o tmp.ppm -repeat 4288 -async -thread 32 -b 2 -discard
2026-08-31.3;02;nv;E;2k;rev;latency;1;1;;249;no_h2d;1697.2;6.8160642570281125;146.7;870;2896;2.1;10.24;23040.0;194.10368421052632;1.491082164425347;1.405815802454688;;;;1.90625;0.9965812519787307;NVIDIA GeForce RTX 4090;nvJPEG2000-0.11.0.51;25455;1.9127893447875977;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\nvj2kEncoderSample.exe -i 2k_wild.ppm -o tmp.jp2 -a rev -c 32 -l 6 -repeat 249 -discard
2026-08-31.3;02;nv;E;2k;rev;latency;1;1;;249;no_h2d;1706.1;6.851807228915662;145.9;866;2896;2.1;10.24;23040.0;198.43315789473684;1.518162623235928;1.4332418406283653;;;;1.890625;0.9924348310151904;NVIDIA GeForce RTX 4090;nvJPEG2000-0.11.0.51;25470;1.9050369262695312;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\nvj2kEncoderSample.exe -i 2k_wild.ppm -o tmp.jp2 -a rev -c 32 -l 6 -repeat 249 -discard
2026-08-31.3;02;nv;E;2k;rev;latency;1;1;;249;no_h2d;1704.2;6.84417670682731;146.1;867;2896;2.1;10.24;23040.0;197.2042105263158;1.5143150743715508;1.4290816378796367;;;;1.90625;0.996966229003948;NVIDIA GeForce RTX 4090;nvJPEG2000-0.11.0.51;25430;1.912050724029541;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\nvj2kEncoderSample.exe -i 2k_wild.ppm -o tmp.jp2 -a rev -c 32 -l 6 -repeat 249 -discard
2026-08-31.3;02;nv;D;2k;rev;latency;1;1;;599;no_d2h;2525.8;4.21669449081803;237.2;;;;10.24;23040.0;204.14846153846153;0.9048053172722514;0.8556105433108641;;;;2.65625;1.000536858892325;NVIDIA GeForce RTX 4090;nvJPEG2000-0.11.0.51;25456;2.654824733734131;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\nvj2kDecoderSample.exe -i nv_ref_2k_rev.jp2 -o tmp.ppm -repeat 599 -nodownload -discard
2026-08-31.3;02;nv;D;2k;rev;latency;1;1;;599;no_d2h;2527.1;4.2188647746243735;237.0;;;;10.24;23040.0;206.51230769230767;0.9144480481232881;0.8652981033496551;;;;2.625;0.9896676807495194;NVIDIA GeForce RTX 4090;nvJPEG2000-0.11.0.51;25452;2.6524055004119873;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\nvj2kDecoderSample.exe -i nv_ref_2k_rev.jp2 -o tmp.ppm -repeat 599 -nodownload -discard
2026-08-31.3;02;nv;D;2k;rev;latency;1;1;;599;no_d2h;2527.6;4.219699499165276;237.0;;;;10.24;23040.0;204.44576923076923;0.9073715508963922;0.8581089919514916;;;;2.640625;0.9932827137115561;NVIDIA GeForce RTX 4090;nvJPEG2000-0.11.0.51;25438;2.658482789993286;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\nvj2kDecoderSample.exe -i nv_ref_2k_rev.jp2 -o tmp.ppm -repeat 599 -nodownload -discard
2026-08-31.3;02;nv;E;2k;rev;throughput;8;1;;997;all;6326.8;6.345837512537613;157.6;;;;51.2;23040.0;218.61892307692307;1.438997838452609;1.3659373910033377;;;;50.390625;7.67860267288569;NVIDIA GeForce RTX 4090;nvJPEG2000-0.11.0.51;25474;6.562473297119141;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\nvj2kEncoderSample.exe -i 2k_wild.ppm -o tmp.jp2 -a rev -c 32 -l 6 -repeat 997 -async -thread 8 -b 1 -discard
2026-08-31.3;02;nv;E;2k;rev;throughput;8;1;;997;all;6334.8;6.353861584754263;157.4;;;;51.2;23040.0;219.95276923076923;1.4499354709144838;1.3767661242787892;;;;50.46875;7.6790615697905045;NVIDIA GeForce RTX 4090;nvJPEG2000-0.11.0.51;25467;6.57225489616394;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\nvj2kEncoderSample.exe -i 2k_wild.ppm -o tmp.jp2 -a rev -c 32 -l 6 -repeat 997 -async -thread 8 -b 1 -discard
2026-08-31.3;02;nv;E;2k;rev;throughput;8;1;;997;all;6325.1;6.344132397191575;157.6;;;;51.2;23040.0;219.3473846153846;1.4444829203310816;1.3713875472110335;;;;50.28125;7.658274991878544;NVIDIA GeForce RTX 4090;nvJPEG2000-0.11.0.51;25455;6.565610408782959;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\nvj2kEncoderSample.exe -i 2k_wild.ppm -o tmp.jp2 -a rev -c 32 -l 6 -repeat 997 -async -thread 8 -b 1 -discard
2026-08-31.3;02;nv;D;2k;rev;throughput;8;1;;2398;all;6675.1;2.783611342785655;359.2;;;;51.2;23040.0;278.96205882352945;0.7985288354262448;0.7667560418989363;;;;32.96875;4.802947491588822;NVIDIA GeForce RTX 4090;nvJPEG2000-0.11.0.51;25460;6.864274501800537;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\nvj2kDecoderSample.exe -i nv_ref_2k_rev.jp2 -o tmp.ppm -repeat 2398 -async -thread 8 -b 1 -discard
2026-08-31.3;02;nv;D;2k;rev;throughput;8;1;;2398;all;6669.0;2.781067556296914;359.6;;;;51.2;23040.0;288.8536764705882;0.8286476856803324;0.7968055668347618;;;;33.015625;4.799304684710331;NVIDIA GeForce RTX 4090;nvJPEG2000-0.11.0.51;25459;6.879251718521118;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\nvj2kDecoderSample.exe -i nv_ref_2k_rev.jp2 -o tmp.ppm -repeat 2398 -async -thread 8 -b 1 -discard
2026-08-31.3;02;nv;D;2k;rev;throughput;8;1;;2398;all;6622.2;2.7615512927439534;362.1;;;;51.2;23040.0;291.9317910447761;0.8297503085278753;0.7982020081243381;;;;34.453125;5.05490979776776;NVIDIA GeForce RTX 4090;nvJPEG2000-0.11.0.51;25460;6.815774440765381;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\nvj2kDecoderSample.exe -i nv_ref_2k_rev.jp2 -o tmp.ppm -repeat 2398 -async -thread 8 -b 1 -discard
2026-08-31.3;02;nv;E;2k;rev;throughput;8;2;;997;all;6071.5;6.089769307923771;164.2;;;;92.16;23040.0;234.94984126984127;1.4936339577272526;1.4230706453062592;;;;48.234375;7.610136987228895;NVIDIA GeForce RTX 4090;nvJPEG2000-0.11.0.51;25453;6.338174343109131;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\nvj2kEncoderSample.exe -i 2k_wild.ppm -o tmp.jp2 -a rev -c 32 -l 6 -repeat 997 -async -thread 8 -b 2 -discard
2026-08-31.3;02;nv;E;2k;rev;throughput;8;2;;997;all;6070.7;6.088966900702106;164.2;;;;92.16;23040.0;228.00645161290322;1.4458542072395375;1.3754680421313557;;;;48.15625;7.616932989625602;NVIDIA GeForce RTX 4090;nvJPEG2000-0.11.0.51;25438;6.322262525558472;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\nvj2kEncoderSample.exe -i 2k_wild.ppm -o tmp.jp2 -a rev -c 32 -l 6 -repeat 997 -async -thread 8 -b 2 -discard
2026-08-31.3;02;nv;E;2k;rev;throughput;8;2;;997;all;6080.6;6.098896690070211;164.0;;;;92.16;23040.0;227.66698412698415;1.4497321842305535;1.3790520016709142;;;;48.3125;7.609859299856619;NVIDIA GeForce RTX 4090;nvJPEG2000-0.11.0.51;25436;6.348671913146973;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\nvj2kEncoderSample.exe -i 2k_wild.ppm -o tmp.jp2 -a rev -c 32 -l 6 -repeat 997 -async -thread 8 -b 2 -discard
2026-08-31.3;02;nv;D;2k;rev;throughput;8;2;;2398;all;5954.0;2.4829024186822353;402.8;;;;92.16;23040.0;301.3101639344262;0.7746220786151086;0.7460865431622145;;;;25.328125;4.108447792101757;NVIDIA GeForce RTX 4090;nvJPEG2000-0.11.0.51;25431;6.164889097213745;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\nvj2kDecoderSample.exe -i nv_ref_2k_rev.jp2 -o tmp.ppm -repeat 2398 -async -thread 8 -b 2 -discard
2026-08-31.3;02;nv;D;2k;rev;throughput;8;2;;2398;all;5936.3;2.475521267723103;404.0;;;;92.16;23040.0;313.85967213114753;0.814451030653018;0.7856479197111506;;;;25.828125;4.150632098643205;NVIDIA GeForce RTX 4090;nvJPEG2000-0.11.0.51;25461;6.222696781158447;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\nvj2kDecoderSample.exe -i nv_ref_2k_rev.jp2 -o tmp.ppm -repeat 2398 -async -thread 8 -b 2 -discard
2026-08-31.3;02;nv;D;2k;rev;throughput;8;2;;2398;all;5946.0;2.479566305254379;403.3;;;;92.16;23040.0;316.18721311475406;0.8137858454730845;0.7852181132937174;;;;24.984375;4.04812096948714;NVIDIA GeForce RTX 4090;nvJPEG2000-0.11.0.51;25461;6.171844959259033;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\nvj2kDecoderSample.exe -i nv_ref_2k_rev.jp2 -o tmp.ppm -repeat 2398 -async -thread 8 -b 2 -discard
2026-08-31.3;02;nv;E;2k;rev;throughput;16;2;;997;all;5555.6;5.572316950852558;179.5;;;;194.56;23040.0;251.52;1.513176254379594;1.4463992504374472;;;;87.984375;14.668759963375125;NVIDIA GeForce RTX 4090;nvJPEG2000-0.11.0.51;25457;5.9980785846710205;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\nvj2kEncoderSample.exe -i 2k_wild.ppm -o tmp.jp2 -a rev -c 32 -l 6 -repeat 997 -async -thread 16 -b 2 -discard
2026-08-31.3;02;nv;E;2k;rev;throughput;16;2;;997;all;5601.4;5.618254764292878;178.0;;;;194.56;23040.0;240.55406779661018;1.452195212338808;1.3851878948590692;;;;88.34375;14.678050464310413;NVIDIA GeForce RTX 4090;nvJPEG2000-0.11.0.51;25496;6.018765926361084;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\nvj2kEncoderSample.exe -i 2k_wild.ppm -o tmp.jp2 -a rev -c 32 -l 6 -repeat 997 -async -thread 16 -b 2 -discard
2026-08-31.3;02;nv;E;2k;rev;throughput;16;2;;997;all;5598.4;5.615245737211635;178.1;;;;194.56;23040.0;239.5222033898305;1.4442715652988125;1.3773427682015729;;;;88.625;14.74205431761282;NVIDIA GeForce RTX 4090;nvJPEG2000-0.11.0.51;25459;6.011713027954102;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\nvj2kEncoderSample.exe -i 2k_wild.ppm -o tmp.jp2 -a rev -c 32 -l 6 -repeat 997 -async -thread 16 -b 2 -discard
2026-08-31.3;02;nv;D;2k;rev;throughput;16;2;;2398;all;6100.9;2.544161801501251;393.1;;;;194.56;23040.0;296.528253968254;0.7918069601501476;0.7621679857711523;;;;40.296875;6.293162625666961;NVIDIA GeForce RTX 4090;nvJPEG2000-0.11.0.51;25456;6.403278827667236;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\nvj2kDecoderSample.exe -i nv_ref_2k_rev.jp2 -o tmp.ppm -repeat 2398 -async -thread 16 -b 2 -discard
2026-08-31.3;02;nv;D;2k;rev;throughput;16;2;;2398;all;5811.0;2.4232693911592995;412.7;;;;194.56;23040.0;321.18;0.8231669760446334;0.7947191304592812;;;;38.109375;6.2007354422435075;NVIDIA GeForce RTX 4090;nvJPEG2000-0.11.0.51;25463;6.145944356918335;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\nvj2kDecoderSample.exe -i nv_ref_2k_rev.jp2 -o tmp.ppm -repeat 2398 -async -thread 16 -b 2 -discard
2026-08-31.3;02;nv;D;2k;rev;throughput;16;2;;2398;all;5826.7;2.429816513761468;411.6;;;;194.56;23040.0;317.32866666666666;0.8096915591880617;0.781369798963223;;;;38.5;6.292181562079087;NVIDIA GeForce RTX 4090;nvJPEG2000-0.11.0.51;25467;6.118704557418823;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\nvj2kDecoderSample.exe -i nv_ref_2k_rev.jp2 -o tmp.ppm -repeat 2398 -async -thread 16 -b 2 -discard
2026-08-31.3;02;nv;E;2k;rev;throughput;8;4;;997;all;6050.5;6.068706118355065;164.8;;;;194.56;23040.0;242.504126984127;1.5467835225756965;1.4759856284548822;;;;48.015625;7.550522826658827;NVIDIA GeForce RTX 4090;nvJPEG2000-0.11.0.51;25434;6.35924506187439;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\nvj2kEncoderSample.exe -i 2k_wild.ppm -o tmp.jp2 -a rev -c 32 -l 6 -repeat 997 -async -thread 8 -b 4 -discard
2026-08-31.3;02;nv;E;2k;rev;throughput;8;4;;997;all;6028.0;6.046138415245737;165.4;;;;194.56;23040.0;229.1001587301587;1.466659364492193;1.3956012292659188;;;;47.640625;7.464116729921884;NVIDIA GeForce RTX 4090;nvJPEG2000-0.11.0.51;25492;6.382620573043823;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\nvj2kEncoderSample.exe -i 2k_wild.ppm -o tmp.jp2 -a rev -c 32 -l 6 -repeat 997 -async -thread 8 -b 4 -discard
2026-08-31.3;02;nv;E;2k;rev;throughput;8;4;;997;all;6074.4;6.092678034102306;164.1;;;;194.56;23040.0;228.86507936507937;1.4689105934536555;1.3976702889226933;;;;48.203125;7.532934748403478;NVIDIA GeForce RTX 4090;nvJPEG2000-0.11.0.51;25453;6.398983478546143;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\nvj2kEncoderSample.exe -i 2k_wild.ppm -o tmp.jp2 -a rev -c 32 -l 6 -repeat 997 -async -thread 8 -b 4 -discard
2026-08-31.3;02;nv;D;2k;rev;throughput;8;4;;2398;all;5464.2;2.278648874061718;438.9;;;;194.56;23040.0;318.3415789473684;0.7633898321419299;0.7367725969648092;;;;20.375;3.5431980929680167;NVIDIA GeForce RTX 4090;nvJPEG2000-0.11.0.51;25442;5.750454664230347;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\nvj2kDecoderSample.exe -i nv_ref_2k_rev.jp2 -o tmp.ppm -repeat 2398 -async -thread 8 -b 4 -discard
2026-08-31.3;02;nv;D;2k;rev;throughput;8;4;;2398;all;5481.4;2.2858215179316095;437.5;;;;194.56;23040.0;335.5691228070175;0.8034230194973982;0.7768480842526068;;;;19.8125;3.4508638304543138;NVIDIA GeForce RTX 4090;nvJPEG2000-0.11.0.51;25469;5.741316080093384;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\nvj2kDecoderSample.exe -i nv_ref_2k_rev.jp2 -o tmp.ppm -repeat 2398 -async -thread 8 -b 4 -discard
2026-08-31.3;02;nv;D;2k;rev;throughput;8;4;;2398;all;5496.9;2.292285237698082;436.2;;;;194.56;23040.0;334.40333333333336;0.8061763594499853;0.779417389151319;;;;20.609375;3.564972483036251;NVIDIA GeForce RTX 4090;nvJPEG2000-0.11.0.51;25455;5.781075477600098;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\nvj2kDecoderSample.exe -i nv_ref_2k_rev.jp2 -o tmp.ppm -repeat 2398 -async -thread 8 -b 4 -discard
2026-08-31.3;02;nv;E;2k;rev;throughput;32;1;;997;all;6066.6;6.084854563691073;164.3;;;;194.56;23040.0;239.97492063492064;1.5996767936797702;1.5256862319274445;;;;191.6875;28.842456555455914;NVIDIA GeForce RTX 4090;nvJPEG2000-0.11.0.51;25430;6.6460185050964355;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\nvj2kEncoderSample.exe -i 2k_wild.ppm -o tmp.jp2 -a rev -c 32 -l 6 -repeat 997 -async -thread 32 -b 1 -discard
2026-08-31.3;02;nv;E;2k;rev;throughput;32;1;;997;all;6066.4;6.084653961885657;164.3;;;;194.56;23040.0;225.12555555555556;1.5007024163986202;1.42671127600241;;;;192.390625;28.948026592393933;NVIDIA GeForce RTX 4090;nvJPEG2000-0.11.0.51;25445;6.64607048034668;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\nvj2kEncoderSample.exe -i 2k_wild.ppm -o tmp.jp2 -a rev -c 32 -l 6 -repeat 997 -async -thread 32 -b 1 -discard
2026-08-31.3;02;nv;E;2k;rev;throughput;32;1;;997;all;5996.9;6.014944834503511;166.3;;;;194.56;23040.0;227.8733870967742;1.500616693267211;1.4275219571863011;;;;189.28125;28.829444308914187;NVIDIA GeForce RTX 4090;nvJPEG2000-0.11.0.51;25497;6.565553188323975;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\nvj2kEncoderSample.exe -i 2k_wild.ppm -o tmp.jp2 -a rev -c 32 -l 6 -repeat 997 -async -thread 32 -b 1 -discard
2026-08-31.3;02;nv;D;2k;rev;throughput;32;1;;2398;all;6463.7;2.6954545454545453;371.0;;;;194.56;23040.0;284.9870588235294;0.8219367974984577;0.7899240299329322;;;;44.984375;6.504279981050945;NVIDIA GeForce RTX 4090;nvJPEG2000-0.11.0.51;25469;6.91611909866333;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\nvj2kDecoderSample.exe -i nv_ref_2k_rev.jp2 -o tmp.ppm -repeat 2398 -async -thread 32 -b 1 -discard
2026-08-31.3;02;nv;D;2k;rev;throughput;32;1;;2398;all;6497.5;2.7095496246872393;369.1;;;;194.56;23040.0;291.4985294117647;0.8381581046018003;0.806242761516472;;;;40.859375;5.9258814610291655;NVIDIA GeForce RTX 4090;nvJPEG2000-0.11.0.51;25459;6.895071268081665;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\nvj2kDecoderSample.exe -i nv_ref_2k_rev.jp2 -o tmp.ppm -repeat 2398 -async -thread 32 -b 1 -discard
2026-08-31.3;02;nv;D;2k;rev;throughput;32;1;;2398;all;6556.8;2.734278565471226;365.7;;;;194.56;23040.0;288.4536231884058;0.8447695257005772;0.8122628785599029;;;;40.859375;5.818088192648017;NVIDIA GeForce RTX 4090;nvJPEG2000-0.11.0.51;25431;7.022818088531494;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\nvj2kDecoderSample.exe -i nv_ref_2k_rev.jp2 -o tmp.ppm -repeat 2398 -async -thread 32 -b 1 -discard
2026-08-31.3;02;nv;E;2k;rev;throughput;32;2;;997;all;5337.6;5.353660982948847;186.8;;;;378.88;23040.0;253.4861403508772;1.5376914740848495;1.4703589454704973;;;;164.890625;27.263764280086907;NVIDIA GeForce RTX 4090;nvJPEG2000-0.11.0.51;25427;6.0479772090911865;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\nvj2kEncoderSample.exe -i 2k_wild.ppm -o tmp.jp2 -a rev -c 32 -l 6 -repeat 997 -async -thread 32 -b 2 -discard
2026-08-31.3;02;nv;E;2k;rev;throughput;32;2;;997;all;5320.9;5.336910732196589;187.4;;;;378.88;23040.0;243.90017543859648;1.4652005326005104;1.3985206399663923;;;;164.9375;27.53843742763825;NVIDIA GeForce RTX 4090;nvJPEG2000-0.11.0.51;25430;5.989355802536011;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\nvj2kEncoderSample.exe -i 2k_wild.ppm -o tmp.jp2 -a rev -c 32 -l 6 -repeat 997 -async -thread 32 -b 2 -discard
2026-08-31.3;02;nv;E;2k;rev;throughput;32;2;;997;all;5349.2;5.365295887662989;186.4;;;;378.88;23040.0;243.3421052631579;1.467931545190409;1.400974160961822;;;;166.8125;27.73606781205311;NVIDIA GeForce RTX 4090;nvJPEG2000-0.11.0.51;25427;6.014280796051025;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\nvj2kEncoderSample.exe -i 2k_wild.ppm -o tmp.jp2 -a rev -c 32 -l 6 -repeat 997 -async -thread 32 -b 2 -discard
2026-08-31.3;02;nv;D;2k;rev;throughput;32;2;;2398;all;5840.5;2.4355713094245206;410.6;;;;378.88;23040.0;302.83032258064515;0.7977143061131213;0.7684756129147908;;;;52.09375;8.24685618766462;NVIDIA GeForce RTX 4090;nvJPEG2000-0.11.0.51;24617;6.316801071166992;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\nvj2kDecoderSample.exe -i nv_ref_2k_rev.jp2 -o tmp.ppm -repeat 2398 -async -thread 32 -b 2 -discard
2026-08-31.3;02;nv;D;2k;rev;throughput;32;2;;2398;all;5801.4;2.4192660550458713;413.4;;;;378.88;23040.0;318.41354838709674;0.8304561515189136;0.8015070489765285;;;;56.46875;9.028878889632166;NVIDIA GeForce RTX 4090;nvJPEG2000-0.11.0.51;25461;6.254237174987793;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\nvj2kDecoderSample.exe -i nv_ref_2k_rev.jp2 -o tmp.ppm -repeat 2398 -async -thread 32 -b 2 -discard
2026-08-31.3;02;nv;D;2k;rev;throughput;32;2;;2398;all;5833.1;2.4324854045037534;411.1;;;;378.88;23040.0;314.8151612903226;0.8306433929614856;0.8013567958898822;;;;50.703125;8.013579927222828;NVIDIA GeForce RTX 4090;nvJPEG2000-0.11.0.51;25452;6.327150344848633;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\nvj2kDecoderSample.exe -i nv_ref_2k_rev.jp2 -o tmp.ppm -repeat 2398 -async -thread 32 -b 2 -discard
2026-08-31.3;02;nv;E;4k;irrev;latency;1;1;;226;no_h2d;1768.0;7.823008849557522;127.8;3033;1244;19.5;20.48;23040.0;204.70818181818183;1.9653013498689125;1.8587389756181854;;;;2.203125;1.015399039035264;NVIDIA GeForce RTX 4090;nvJPEG2000-0.11.0.51;25447;2.1697134971618652;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\nvj2kEncoderSample.exe -i 4k_wild.ppm -o tmp.jp2 -a irrev -c 32 -l 6 -q 87.1416 -repeat 226 -discard
2026-08-31.3;02;nv;E;4k;irrev;latency;1;1;;226;no_h2d;1770.4;7.833628318584071;127.7;3029;1244;19.5;20.48;23040.0;153.27380952380952;1.4581442714440787;1.3525494838204002;;;;2.125;0.9883663498638139;NVIDIA GeForce RTX 4090;nvJPEG2000-0.11.0.51;25448;2.150012493133545;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\nvj2kEncoderSample.exe -i 4k_wild.ppm -o tmp.jp2 -a irrev -c 32 -l 6 -q 87.1416 -repeat 226 -discard
