bench_version;codec;direction;image;alg;mode;threads;batch;note;frames;boundary;total_ms;ms_per_frame;fps;mb_s;out_kb;cr;gpu_mem_mb;gpu_avail_mb;power_w;j_per_frame;j_per_frame_net;energy_j_counter;j_per_frame_counter;j_per_frame_diff;cpu_s;cores;gpu;sdk;pcie_mb_s;wall_s;cmd
2026-08-24.2;fv;D;2k;irrev;throughput;8;4;;3476;all;3347.1;0.9629171461449942;1038.5;;;;1269.76;23050.24;174.3027027027027;0.1869015317547063;0.17675095937305843;;;;26.5;7.1097997155928025;NVIDIA GeForce RTX 4090;0.23.1.0;25211;3.72724986076355;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kDecoderSample.exe -i fv_ref_2k_irrev.jp2 -o tmp.ppm -repeat 3476 -async -thread 8 -b 4 -discard
2026-08-24.2;fv;E;2k;rev;latency;1;1;;1331;no_h2d;4059.0;3.049586776859504;327.9;1945;;;143.36;23050.24;136.52785714285716;0.4402001610885456;0.40967832074433697;;;;4.28125;0.9976164691465172;NVIDIA GeForce RTX 4090;0.23.1.0;25235;4.291478872299194;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kEncoderSample.exe -i 2k_wild.ppm -o tmp.jp2 -a rev -c 32 -l 6 -repeat 1331 -discard
2026-08-24.2;fv;E;2k;rev;latency;1;1;;1331;no_h2d;4038.6;3.034259954921112;329.6;1955;;;143.36;23050.24;126.23880952380952;0.4047661636326591;0.37441375900008356;;;;4.25;0.9958629250700216;NVIDIA GeForce RTX 4090;0.23.1.0;25253;4.267655611038208;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kEncoderSample.exe -i 2k_wild.ppm -o tmp.jp2 -a rev -c 32 -l 6 -repeat 1331 -discard
2026-08-24.2;fv;E;2k;rev;latency;1;1;;1331;no_h2d;4038.5;3.034184823441022;329.6;1955;;;143.36;23050.24;126.04;0.4044233202773051;0.37404878871971703;;;;4.234375;0.9914788754960533;NVIDIA GeForce RTX 4090;0.23.1.0;25199;4.270766735076904;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kEncoderSample.exe -i 2k_wild.ppm -o tmp.jp2 -a rev -c 32 -l 6 -repeat 1331 -discard
2026-08-24.2;fv;D;2k;rev;latency;1;1;;519;no_d2h;4504.6;8.679383429672448;115.2;;;;40.96;23050.24;111.36260869565218;1.0066700101168382;0.9210984346656957;;;;4.671875;0.995809171078168;NVIDIA GeForce RTX 4090;0.23.1.0;25190;4.6915364265441895;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kDecoderSample.exe -i fv_ref_2k_rev.jp2 -o tmp.ppm -repeat 519 -discard
2026-08-24.2;fv;D;2k;rev;latency;1;1;;519;no_d2h;4487.8;8.647013487475915;115.6;;;;40.96;23050.24;108.36652173913043;0.9734759970566951;0.8884382184859159;;;;4.640625;0.9953572951749375;NVIDIA GeForce RTX 4090;0.23.1.0;25249;4.662270545959473;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kDecoderSample.exe -i fv_ref_2k_rev.jp2 -o tmp.ppm -repeat 519 -discard
2026-08-24.2;fv;D;2k;rev;latency;1;1;;519;no_d2h;4483.7;8.639113680154143;115.8;;;;40.96;23050.24;108.34695652173913;0.9740814185675798;0.888975387923177;;;;4.640625;0.9945590532774163;NVIDIA GeForce RTX 4090;0.23.1.0;25152;4.666012525558472;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kDecoderSample.exe -i fv_ref_2k_rev.jp2 -o tmp.ppm -repeat 519 -discard
2026-08-24.2;fv;E;2k;rev;throughput;8;1;;5326;all;4770.5;0.8957003379647015;1116.4;;;;1116.16;23050.24;219.8588;0.20919326404305807;0.2001861505296595;;;;35.859375;7.076161083699762;NVIDIA GeForce RTX 4090;0.23.1.0;25269;5.067631244659424;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kEncoderSample.exe -i 2k_wild.ppm -o tmp.jp2 -a rev -c 32 -l 6 -repeat 5326 -async -thread 8 -b 1 -discard
2026-08-24.2;fv;E;2k;rev;throughput;8;1;;5326;all;4783.2;0.8980848666917011;1113.5;;;;1116.16;23050.24;244.68959183673468;0.23017797078198637;0.2212730501392383;;;;35.78125;7.141773716977358;NVIDIA GeForce RTX 4090;0.23.1.0;25288;5.010134935379028;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kEncoderSample.exe -i 2k_wild.ppm -o tmp.jp2 -a rev -c 32 -l 6 -repeat 5326 -async -thread 8 -b 1 -discard
2026-08-24.2;fv;E;2k;rev;throughput;8;1;;5326;all;4785.3;0.8984791588434097;1113.0;;;;1116.16;23050.24;245.1094;0.23142128427626718;0.22248359760497982;;;;36.015625;7.162200278208826;NVIDIA GeForce RTX 4090;0.23.1.0;25236;5.028569936752319;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kEncoderSample.exe -i 2k_wild.ppm -o tmp.jp2 -a rev -c 32 -l 6 -repeat 5326 -async -thread 8 -b 1 -discard
2026-08-24.2;fv;D;2k;rev;throughput;8;1;;2076;all;7714.2;3.7158959537572254;269.1;;;;348.16;23050.24;159.26291139240507;0.6128386641002417;0.5764125117512258;;;;61.84375;7.741711090693361;NVIDIA GeForce RTX 4090;0.23.1.0;25289;7.988382577896118;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kDecoderSample.exe -i fv_ref_2k_rev.jp2 -o tmp.ppm -repeat 2076 -async -thread 8 -b 1 -discard
2026-08-24.2;fv;D;2k;rev;throughput;8;1;;2076;all;7686.0;3.7023121387283235;270.1;;;;348.16;23050.24;147.67794871794874;0.5650043472989994;0.5287868921356025;;;;61.484375;7.741075003887285;NVIDIA GeForce RTX 4090;0.23.1.0;25252;7.942614555358887;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kDecoderSample.exe -i fv_ref_2k_rev.jp2 -o tmp.ppm -repeat 2076 -async -thread 8 -b 1 -discard
2026-08-24.2;fv;D;2k;rev;throughput;8;1;;2076;all;7611.3;3.666329479768786;272.8;;;;348.16;23050.24;147.16320512820513;0.5589841505698575;0.5230272665597913;;;;61.078125;7.74565396567582;NVIDIA GeForce RTX 4090;0.23.1.0;25227;7.885470390319824;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kDecoderSample.exe -i fv_ref_2k_rev.jp2 -o tmp.ppm -repeat 2076 -async -thread 8 -b 1 -discard
2026-08-24.2;fv;E;2k;rev;throughput;8;2;;5326;all;4518.0;0.8482914006759295;1178.8;;;;2181.12;23050.24;233.57083333333333;0.21240850961977556;0.20379985876126797;;;;33.109375;6.835912878660155;NVIDIA GeForce RTX 4090;0.23.1.0;25237;4.8434460163116455;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kEncoderSample.exe -i 2k_wild.ppm -o tmp.jp2 -a rev -c 32 -l 6 -repeat 5326 -async -thread 8 -b 2 -discard
2026-08-24.2;fv;E;2k;rev;throughput;8;2;;5326;all;4534.3;0.8513518588058581;1174.6;;;;2181.12;23050.24;252.92499999999998;0.23043712365797395;0.22181245379567907;;;;32.90625;6.781355994911139;NVIDIA GeForce RTX 4090;0.23.1.0;25225;4.852458715438843;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kEncoderSample.exe -i 2k_wild.ppm -o tmp.jp2 -a rev -c 32 -l 6 -repeat 5326 -async -thread 8 -b 2 -discard
2026-08-24.2;fv;E;2k;rev;throughput;8;2;;5326;all;4582.4;0.8603830266616597;1162.3;;;;2181.12;23050.24;252.32375000000002;0.23228859619968062;0.22357391404566918;;;;33.84375;6.90251814968077;NVIDIA GeForce RTX 4090;0.23.1.0;25239;4.903101921081543;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kEncoderSample.exe -i 2k_wild.ppm -o tmp.jp2 -a rev -c 32 -l 6 -repeat 5326 -async -thread 8 -b 2 -discard
2026-08-24.2;fv;D;2k;rev;throughput;8;2;;2076;all;5911.7;2.847639691714836;351.2;;;;655.36;23050.24;176.53967213114754;0.5295687287393525;0.5011724252420163;;;;47.28125;7.592443771728138;NVIDIA GeForce RTX 4090;0.23.1.0;25121;6.2274086475372314;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kDecoderSample.exe -i fv_ref_2k_rev.jp2 -o tmp.ppm -repeat 2076 -async -thread 8 -b 2 -discard
2026-08-24.2;fv;D;2k;rev;throughput;8;2;;2076;all;5788.4;2.788246628131021;358.6;;;;655.36;23050.24;165.3695;0.4873309558370439;0.45943441341776226;;;;46.5625;7.610976045473507;NVIDIA GeForce RTX 4090;0.23.1.0;25183;6.117809295654297;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kDecoderSample.exe -i fv_ref_2k_rev.jp2 -o tmp.ppm -repeat 2076 -async -thread 8 -b 2 -discard
2026-08-24.2;fv;D;2k;rev;throughput;8;2;;2076;all;5514.6;2.65635838150289;376.5;;;;655.36;23050.24;166.59793103448277;0.4686527767499637;0.44202325395361425;;;;43.984375;7.531638817914949;NVIDIA GeForce RTX 4090;0.23.1.0;25218;5.839947462081909;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kDecoderSample.exe -i fv_ref_2k_rev.jp2 -o tmp.ppm -repeat 2076 -async -thread 8 -b 2 -discard
2026-08-24.2;fv;E;2k;rev;throughput;16;2;;5326;all;5298.3;0.9947990987607961;1005.2;;;;4372.48;23050.24;210.7995;0.24235734667596268;0.23147385108220234;;;;68.3125;11.15610015202985;NVIDIA GeForce RTX 4090;0.23.1.0;25255;6.123331546783447;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kEncoderSample.exe -i 2k_wild.ppm -o tmp.jp2 -a rev -c 32 -l 6 -repeat 5326 -async -thread 16 -b 2 -discard
2026-08-24.2;fv;E;2k;rev;throughput;16;2;;5326;all;5151.5;0.9672361997746902;1033.9;;;;4372.48;23050.24;220.27118644067798;0.24694033344093771;0.2363278718313665;;;;66.359375;11.113907700362592;NVIDIA GeForce RTX 4090;0.23.1.0;25234;5.970840930938721;D:\_Test\fvSDK-0.23.1.0-Win64-CUDA-13.3-Trial-Exp-2027-08-03\bin\x64\Release\J2kEncoderSample.exe -i 2k_wild.ppm -o tmp.jp2 -a rev -c 32 -l 6 -repeat 5326 -async -thread 16 -b 2 -discard
